valor_contrato,prazo_meses,taxa_juros,ebitda_margem,indice_liquidez_corrente,indice_endividamento,cobertura_juros,volatilidade_receita,crescimento_receita_12m,ciclo_caixa,historico_atrasos_12m,exposicao_cambial,variacao_capital_giro,rating_interno_score,garantia_ratio,default
990838.0417592898,12,0.0876914215953796,0.3084494375157058,1.763140953963948,0.7728072527914417,7.1146693086956185,0.2652880371472288,0.1510810434266519,74.10439556993686,1,0.3732804658388692,0.0908106404085307,0.9510201411404496,0.8918367304602566,0
1596143.1950591495,18,0.0779670088794723,-0.0023172464173847,1.2468003142066169,0.7217472287993233,4.725193017590448,0.1991767635430489,0.1690881553561595,49.16652318644367,0,0.0989049273218887,-0.0105923290221415,0.7640378947378902,0.8022720864558592,0
1431923.8788606452,18,0.1013243814921294,0.2308359549665708,1.3609517216903697,0.8062017909214303,3.247560954806609,0.2732267619928232,0.0640876390584679,49.04982449396218,1,0.1498199336418429,-0.0007099394515582,0.7648677647269091,0.4986836200129951,0
1286896.842122014,24,0.0811347231639985,0.0636810287833171,1.4879032335760571,0.2639826261353135,1.90142588160738,0.0931796168545683,0.099075461332012,74.63492720941282,1,0.157695592185085,0.0182469222671166,0.6521565195794329,0.9011375088446144,0
865473.4931257758,18,0.0618748891879209,0.2654997560541617,2.221638233169457,0.7013154791698616,3.988538928031644,0.2946937181955207,0.133576899341168,64.33344492509721,2,0.2252008421005639,-0.0659762765814748,0.8361017511818216,1.3247739397455027,0
2344560.7059959425,24,0.1025573172949707,0.0344292425083084,1.4721984224312323,0.480730601697468,2.5888327869289176,0.238658258917093,-0.0035195545951763,69.79004956664141,1,0.2197260301395986,0.0648867690761972,0.9699520409264384,0.8291697585304956,0
2319369.788967581,24,0.05,0.129931478162467,1.7553787721434218,0.7891491584945286,2.9461480535998383,0.2060736125581304,0.1596486705192084,87.94237925466591,0,0.0553978885087684,0.0296822302322819,0.7253931312701313,1.4245163042483613,0
1860813.0023689969,24,0.078594545381758,0.143179746966733,1.4095785529797045,0.6534367700771057,1.200006629859535,0.2357004425299562,0.0061299504292503,68.16864715619147,3,0.3159557701081605,0.0930178335723502,0.7307178170177306,1.3393843777091496,0
1769027.7383091687,60,0.1004842960757613,0.3121873747785051,1.398833939434082,0.5605274101677569,3.459684480974353,0.2568964384836334,0.0590393414062396,72.36377388056444,1,0.1283467359161543,0.0590444329658404,0.7318545619043273,0.9194290074729242,0
1533646.212930449,24,0.0917018406008482,0.2643566044928613,2.2226343282830383,0.7066449917221437,0.1,0.2433463674193526,0.0462452539331515,55.39086173017574,0,0.0848383813565661,-0.0653033732863371,0.5098672741103613,0.6397027648748869,0
926035.9233316648,18,0.1164976770049145,0.2081723364970505,2.440991949949725,0.675081735895169,1.781295251561499,0.2349975535625689,-0.0341940768194137,89.71177600032976,2,0.1371255951204076,-0.0960945892136731,0.98,0.4161534480031928,0
949196.8115684432,24,0.0906900958010451,0.3069628586939493,1.4030692773286024,0.5150124286173003,4.493675265236235,0.1988162853759676,-0.0564455079616118,48.52849384635952,2,0.0917746584624608,0.1168007919728147,0.7493971417827717,0.9036161909950836,0
3155541.49580763,18,0.1015569539353083,0.2869781101962378,1.6451536287052737,0.6066569977227145,5.379295897618695,0.2737786756289917,0.0193878121350786,56.30707852750833,1,0.1279006082480462,0.0395557645281673,0.6718323388571391,0.7397426415566165,0
1410781.6151339903,24,0.0765685805861243,0.0345365661271155,1.5759371545891312,0.8583333466166702,4.196777738217451,0.2325963605327993,0.0107680597950063,68.1336482007144,3,0.1457997718359097,-0.0347725867855104,0.8289919041930081,1.357480363207724,0
508216.5077136553,24,0.0790983879324923,0.1317415121587558,0.9293207256916374,0.7385124858045614,3.2797593253251,0.195696006776341,0.0730248397541095,66.83776357693618,0,0.0,0.0456357292988299,0.6605598437089666,0.5430727160521165,0
1734380.4999960975,36,0.0833722660913876,-0.0255505588704627,1.1673676947091127,0.6163720707901665,2.9427456195503576,0.2450598331279132,0.085844223888394,60.30363690476568,3,0.037482002932628,0.0871647058954167,0.5623493056178904,1.1758267055569238,0
1559974.5063587397,24,0.0799064200198589,0.2449641498616533,2.0234512068280344,0.6988908899211099,3.3415636777139373,0.2842802691260533,0.0641410959977765,99.76004971063372,0,0.2290790775921846,0.0445935520899223,0.8218112985334967,0.5263382254810562,0
2702597.3480172656,12,0.1097067326485771,0.1774038840649303,0.691577279065127,0.9456367871278004,0.6943980193967048,0.3374311620654239,0.0444693148089557,33.3857683509597,1,0.4022947902733264,0.0689510140592978,0.4665476558289089,0.9040332587897876,1
1245215.0791466206,24,0.0809708333709723,0.0704344866174192,1.392187844213159,0.9011874080031396,3.187145794316078,0.1861055649134665,0.1410328139843666,65.74282185645498,0,0.3049755471624782,-0.0427351366222009,0.9559064963880668,1.5267422631631449,0
1506897.7842780186,24,0.096900634857907,0.2732328605214664,1.1770874761541783,0.8626871443734919,2.6928221135913963,0.1448567187603598,0.1144553179137799,49.08110772243535,4,0.2861338087719794,0.0067659377807563,0.6115519314594415,1.1050443521995177,1
1614825.6607905312,36,0.0889908380262969,0.2188259710772413,0.808530561475881,0.6199303267427466,2.267330862992024,0.3021397683840398,0.045738995200505,38.962922851487264,0,0.5400442339063969,0.0946801618833559,0.9617757069486634,0.5388016807425109,1
2166163.375529343,48,0.134031093095827,0.2423044827226761,2.309637427657296,0.6631862217157801,5.463628868892483,0.2519502814193426,-0.004185002260015,91.28870338161312,2,0.3252406732482042,0.0680549859751725,0.8237175838432509,0.5381140134372475,0
2835071.2744576475,60,0.0917009158795003,0.0431479245917561,1.163914155119804,0.3264757082747699,1.2010763670538016,0.1773400835985402,0.0665860667354913,98.0112622877633,1,0.353019943070337,0.0211401015926564,0.4958506316833424,1.0182907502604372,0
889388.7073007686,60,0.0764002718226856,0.1454955881989076,1.449383022467657,0.7021412323942551,2.9916192990477253,0.335428819958443,-0.0487835800974815,26.53220698673684,2,0.4312481251809691,-0.034390530914852,0.6181272434232754,0.7331214913752829,1
857240.3462951072,12,0.0897591894112712,0.098453072691614,1.873897559482672,0.9888351516382112,3.44593064213996,0.1904840648514384,0.0664949362947603,54.71549947565763,0,0.3177471912957499,-0.1780913023287291,0.6938617401707456,0.8503525112222884,0
1282381.6773823928,24,0.0862594556224127,0.2042423969532101,1.604270455143523,0.4680735654510596,1.5000794598099263,0.3814925910086513,0.0874686338370983,59.14505955140423,4,0.1610186774853778,0.0585346847453011,0.6870440267733378,0.0,1
1262897.1958329934,48,0.1121266854646478,0.0513559500900753,1.613330012245739,0.4801953135835929,2.977544372953569,0.1089582325830276,0.1282326615418488,75.28647362629367,1,0.2363012517915296,-0.052971692153556,0.3551356976176765,0.7303547646074362,0
2024223.0699845743,60,0.103413491617514,0.1015371435399918,0.8267838381528582,0.8651868245401599,1.9241041412334792,0.1804208298859945,0.1276068788941852,114.5272998821552,0,0.3758915469698964,0.0393621677022548,0.7588440026666526,1.2955524262042772,1
